mul_i4_o4_ss10_sf2.v,17.8334,4.7919802454999996e-06,0.087862,7.508449337418379e-06,0.0,0.0,0
mul_i8_o8_ss10_sf2.v,174.5796,5.814218820888e-05,0.49751,0.005049945384813522,0.0,0.0,0
mul_i8_o8_1770729458_0_ss10_sf2.v,167.5401,5.623749166261e-05,0.525805,0.0049541531010304,0.875,9.437986921057018e-05,4
mul_i4_o4_ss10_sf2.v,17.8334,4.7919802454999996e-06,0.087862,7.508449337418379e-06,0.0,0.0,0
mul_i8_o8_ss10_sf2.v,174.5796,5.814218820888e-05,0.49751,0.005049945384813522,0.0,0.0,0
mul_i8_o8_1770730460_0_ss10_sf2.v,167.5401,5.623749166261e-05,0.525805,0.0049541531010304,0.875,9.437986921057018e-05,4
mul_i8_o8_1770730468_0_ss10_sf2.v,140.79,5.2748218877240006e-05,0.46913,0.003483957228881429,1.25,0.00014420935536918478,5
mul_i8_o8_1770730480_0_ss10_sf2.v,122.9566,4.420222103363e-05,0.482245,0.0026209797827070618,3.75,0.0004120262641293948,13
mul_i8_o8_1770730507_0_ss10_sf2.v,101.3688,3.6754910979650006e-05,0.474983,0.001769692240933382,9.25,0.0012184771565983965,29
mul_i8_o8_1770730550_0_ss10_sf2.v,57.2546,1.8059612557410002e-05,0.267296,0.0002763829662499393,12.25,0.001504075016427464,49
mul_i16_o16_ss10_sf2.v,951.7404,0.0003087283694185,1.113128,0.3270695785308149,0.0,0.0,0
